DATE,RH2M,WS10M,T2MDEW,T2MWET,T2M
2021/01/29,68.88,2.45,10.25,13.47,16.69
2021/01/30,63.44,2.8,7.95,11.74,15.54
2021/01/31,57.69,2.7,4.88,9.4,13.93
2021/02/01,62.25,2.66,6.69,10.65,14.61
2021/02/02,60.44,3.02,6.76,11.01,15.27
2021/02/03,64.94,2.53,9.69,13.34,16.98
2021/02/04,66.0,2.38,11.23,14.86,18.48
2021/02/05,60.38,1.73,11.15,15.45,19.76
2021/02/06,62.81,2.29,11.73,15.68,19.64
2021/02/07,67.5,2.99,11.55,14.93,18.31
2021/02/08,59.06,3.33,9.45,13.93,18.4
2021/02/09,57.75,2.8,8.79,13.58,18.36
2021/02/10,54.31,2.07,8.9,13.99,19.08
2021/02/11,51.75,1.58,9.54,14.92,20.31
2021/02/12,54.19,1.66,9.88,14.94,19.98
2021/02/13,56.12,1.95,10.58,15.36,20.14
2021/02/14,55.5,1.62,10.84,15.76,20.69
2021/02/15,47.25,1.52,9.44,15.54,21.64
2021/02/16,46.5,1.79,8.62,14.92,21.23
2021/02/17,52.19,2.12,10.47,15.91,21.37
2021/02/18,52.81,1.98,12.38,17.98,23.58
2021/02/19,56.69,1.17,13.8,18.61,23.42
2021/02/20,54.12,1.68,12.33,17.42,22.51
2021/02/21,49.75,2.17,9.7,15.77,21.84
2021/02/22,47.69,2.85,8.98,15.36,21.73
2021/02/23,47.12,2.62,9.19,15.64,22.08
2021/02/24,45.0,1.8,10.37,16.9,23.43
2021/02/25,44.81,1.7,11.49,18.15,24.83
2021/02/26,55.5,2.53,12.51,18.12,23.73
2021/02/27,61.38,2.73,14.49,19.15,23.83
2021/02/28,57.0,2.98,13.65,19.35,25.06
2021/03/01,59.5,2.46,15.95,21.03,26.11
2021/03/02,53.38,2.59,13.77,19.69,25.6
2021/03/03,42.25,1.95,10.82,18.04,25.26
2021/03/04,33.62,2.35,6.38,15.31,24.24
2021/03/05,52.69,3.08,12.52,18.44,24.36
2021/03/06,73.12,2.66,19.4,22.35,25.3
2021/03/07,65.75,2.56,17.0,21.14,25.29
2021/03/08,66.38,2.16,17.55,21.2,24.86
2021/03/09,62.62,2.95,17.25,21.79,26.32
2021/03/10,68.62,2.13,19.12,22.76,26.4
2021/03/11,64.44,2.19,18.67,22.8,26.94
2021/03/12,58.75,2.28,17.33,22.28,27.22
2021/03/13,52.06,2.47,15.37,21.1,26.82
2021/03/14,54.81,2.6,15.63,21.0,26.36
2021/03/15,50.5,1.75,14.44,20.4,26.37
2021/03/16,39.5,1.27,11.7,19.64,27.58
2021/03/17,33.44,1.43,9.18,18.46,27.73
2021/03/18,31.12,0.97,9.05,18.76,28.48
2021/03/19,37.25,1.4,11.68,20.03,28.37
2021/03/20,40.38,2.01,12.56,20.42,28.27
2021/03/21,44.31,2.49,14.18,21.5,28.82
2021/03/22,35.0,1.91,11.72,20.89,30.06
2021/03/23,36.62,2.42,12.04,20.8,29.58
2021/03/24,39.69,3.24,13.45,21.53,29.61
2021/03/25,38.31,3.59,11.58,20.31,29.05
2021/03/26,33.5,3.54,9.16,18.87,28.58
2021/03/27,29.38,2.5,6.81,17.51,28.19
2021/03/28,27.44,1.32,7.25,18.19,29.15
2021/03/29,49.88,2.7,16.48,23.1,29.73
2021/03/30,61.25,2.91,19.73,24.55,29.36
2021/03/31,65.81,3.44,21.17,25.51,29.87
2021/04/01,59.81,3.79,17.76,23.69,29.63
2021/04/02,56.25,3.37,16.51,22.97,29.43
2021/04/03,58.0,2.28,18.48,23.98,29.47
2021/04/04,53.56,2.45,17.01,23.12,29.23
2021/04/05,46.44,1.58,15.23,22.26,29.29
2021/04/06,37.56,1.36,12.29,21.05,29.82
2021/04/07,54.69,3.04,17.78,23.58,29.37
2021/04/08,58.25,2.88,19.35,24.51,29.65
2021/04/09,63.56,2.06,20.98,25.18,29.37
2021/04/10,58.88,2.6,19.91,24.65,29.39
2021/04/11,53.62,2.55,19.13,24.95,30.76
2021/04/12,45.56,2.91,18.05,25.27,32.51
2021/04/13,42.56,2.91,15.96,23.94,31.91
2021/04/14,44.62,2.05,15.98,23.53,31.08
2021/04/15,57.44,3.25,19.61,24.7,29.8
2021/04/16,59.31,3.23,18.84,23.64,28.44
2021/04/17,64.12,2.55,19.6,23.66,27.73
2021/04/18,63.94,2.53,20.03,24.04,28.05
2021/04/19,55.25,3.73,18.01,23.8,29.6
2021/04/20,61.38,2.59,19.07,24.08,29.1
2021/04/21,67.19,2.97,22.08,25.8,29.51
2021/04/22,66.56,2.29,21.57,25.39,29.2
2021/04/23,52.5,2.05,17.45,23.55,29.65
2021/04/24,46.12,1.95,15.75,22.82,29.9
2021/04/25,50.38,2.26,17.0,23.38,29.76
2021/04/26,50.25,2.13,18.75,25.12,31.51
2021/04/27,54.94,2.68,20.67,26.16,31.65
2021/04/28,55.44,2.8,20.83,26.26,31.69
2021/04/29,56.25,1.24,20.22,25.48,30.75
2021/04/30,51.31,1.52,19.61,25.63,31.65
2021/05/01,56.94,1.7,20.68,25.8,30.92
2021/05/02,55.5,2.35,20.46,25.83,31.22
2021/05/03,71.88,3.0,22.34,25.22,28.09
2021/05/04,79.5,1.61,22.26,24.22,26.18
2021/05/05,77.31,1.24,21.41,23.64,25.87
2021/05/06,70.44,1.65,21.26,24.37,27.48
2021/05/07,72.56,2.38,22.28,25.13,27.98
2021/05/08,74.62,2.17,22.59,25.19,27.78
2021/05/09,73.81,2.17,22.58,25.3,28.01
2021/05/10,70.94,2.07,22.62,25.69,28.76
2021/05/11,77.56,1.65,23.51,25.76,28.0
2021/05/12,77.0,0.99,22.82,25.11,27.4
2021/05/13,79.81,2.33,23.51,25.51,27.5
2021/05/14,82.56,2.73,24.18,25.87,27.58
2021/05/15,77.25,3.35,24.39,26.77,29.16
2021/05/16,78.44,2.18,25.13,27.37,29.6
2021/05/17,79.25,2.73,25.81,27.91,30.01
2021/05/18,82.56,2.96,26.3,28.03,29.76
2021/05/19,83.69,3.11,26.51,28.12,29.73
2021/05/20,86.38,2.79,26.43,27.73,29.05
2021/05/21,85.44,2.49,26.01,27.4,28.77
2021/05/22,86.38,2.99,26.54,27.83,29.12
2021/05/23,75.75,1.04,25.96,28.49,31.01
2021/05/24,81.94,2.05,26.01,27.77,29.54
2021/05/25,86.0,2.12,26.44,27.77,29.11
2021/05/26,84.69,5.23,25.08,26.55,28.02
2021/05/27,85.94,5.22,24.8,26.12,27.45
2021/05/28,82.88,3.46,25.87,27.57,29.26
2021/05/29,82.75,2.52,26.12,27.85,29.57
2021/05/30,83.94,3.04,26.42,28.01,29.58
2021/05/31,93.44,4.45,26.87,27.44,28.01
2021/06/01,89.62,2.97,26.53,27.5,28.47
2021/06/02,90.06,3.0,26.35,27.26,28.18
2021/06/03,88.5,2.91,26.68,27.77,28.87
2021/06/04,89.5,3.22,27.08,28.06,29.04
2021/06/05,91.94,4.02,27.29,28.01,28.74
2021/06/06,90.06,3.66,27.11,28.03,28.95
2021/06/07,90.56,4.93,27.33,28.21,29.08
2021/06/08,93.44,3.55,27.0,27.58,28.16
2021/06/09,92.75,3.27,26.12,26.76,27.4
2021/06/10,85.94,1.95,25.36,26.69,28.04
2021/06/11,90.94,3.13,25.69,26.5,27.31
2021/06/12,92.12,3.79,25.84,26.54,27.23
2021/06/13,89.25,3.34,26.55,27.56,28.56
2021/06/14,90.44,5.05,26.83,27.7,28.58
2021/06/15,89.25,4.31,26.72,27.73,28.73
2021/06/16,88.44,3.74,26.09,27.18,28.26
2021/06/17,88.69,5.25,25.58,26.62,27.67
2021/06/18,89.5,3.91,25.01,25.98,26.94
2021/06/19,89.81,3.93,25.35,26.28,27.21
2021/06/20,91.06,3.62,25.23,26.04,26.85
2021/06/21,89.81,4.15,25.94,26.88,27.83
2021/06/22,89.31,4.26,25.9,26.89,27.88
2021/06/23,88.12,3.36,25.55,26.66,27.78
2021/06/24,88.0,3.66,26.19,27.33,28.47
2021/06/25,87.44,4.11,25.9,27.08,28.27
2021/06/26,88.69,4.02,26.3,27.37,28.43
2021/06/27,88.12,3.84,26.47,27.59,28.72
2021/06/28,90.38,4.59,26.58,27.46,28.35
2021/06/29,91.56,5.28,26.99,27.76,28.51
2021/06/30,92.25,4.72,27.15,27.84,28.54
2021/07/01,91.5,5.05,27.19,27.95,28.72
2021/07/02,93.19,5.49,26.15,26.75,27.35
2021/07/03,91.12,4.77,26.92,27.73,28.53
2021/07/04,84.0,2.02,25.97,27.54,29.11
2021/07/05,87.88,2.65,26.74,27.89,29.04
2021/07/06,90.25,2.76,26.85,27.76,28.65
2021/07/07,92.25,3.85,27.32,28.01,28.72
2021/07/08,90.31,3.72,26.82,27.71,28.6
2021/07/09,88.69,3.05,26.58,27.65,28.72
2021/07/10,90.25,2.55,26.28,27.16,28.05
2021/07/11,81.75,1.2,25.27,27.08,28.89
2021/07/12,80.5,1.48,25.48,27.47,29.45
2021/07/13,91.19,3.36,26.34,27.13,27.93
2021/07/14,87.56,3.6,26.1,27.28,28.45
2021/07/15,86.31,2.22,26.09,27.39,28.69
2021/07/16,89.81,2.99,25.57,26.48,27.4
2021/07/17,88.69,2.77,26.41,27.46,28.51
2021/07/18,90.38,2.69,26.12,27.0,27.88
2021/07/19,91.69,2.52,26.2,26.94,27.69
2021/07/20,86.44,2.23,26.22,27.51,28.81
2021/07/21,86.06,1.9,26.51,27.85,29.19
2021/07/22,86.69,2.73,26.8,28.08,29.35
2021/07/23,92.12,4.99,26.69,27.4,28.1
2021/07/24,90.62,5.57,26.83,27.69,28.54
2021/07/25,89.69,3.65,26.94,27.9,28.87
2021/07/26,87.06,2.27,27.24,28.48,29.73
2021/07/27,89.12,2.47,27.29,28.29,29.3
2021/07/28,91.62,5.05,27.3,28.05,28.79
2021/07/29,90.81,8.12,26.4,27.23,28.06
2021/07/30,90.38,6.43,26.58,27.46,28.34
2021/07/31,91.5,4.24,26.45,27.23,27.99
2021/08/01,89.31,3.46,26.41,27.4,28.4
2021/08/02,88.81,2.92,26.67,27.73,28.77
2021/08/03,88.75,1.81,27.05,28.1,29.15
2021/08/04,88.88,2.32,26.52,27.56,28.59
2021/08/05,81.62,1.05,26.48,28.33,30.19
2021/08/06,89.5,5.17,27.13,28.1,29.07
2021/08/07,92.38,4.77,26.88,27.56,28.24
2021/08/08,89.0,3.46,27.14,28.18,29.21
2021/08/09,88.81,3.3,26.96,28.0,29.05
2021/08/10,91.12,3.93,27.31,28.12,28.94
2021/08/11,91.31,3.35,27.37,28.15,28.94
2021/08/12,92.62,4.84,26.77,27.43,28.08
2021/08/13,91.75,5.41,26.3,27.03,27.77
2021/08/14,89.81,3.91,26.76,27.71,28.65
2021/08/15,91.0,3.48,26.91,27.73,28.56
2021/08/16,85.81,2.72,25.87,27.25,28.63
2021/08/17,88.81,3.39,26.44,27.49,28.54
2021/08/18,93.88,3.77,26.52,27.05,27.59
2021/08/19,92.56,3.96,26.01,26.68,27.33
2021/08/20,90.25,3.4,25.87,26.76,27.65
2021/08/21,87.69,2.4,25.65,26.81,27.97
2021/08/22,87.25,3.98,25.64,26.83,28.03
2021/08/23,89.81,3.3,26.64,27.58,28.51
2021/08/24,90.69,3.45,26.91,27.78,28.65
2021/08/25,92.81,4.06,27.17,27.81,28.45
2021/08/26,90.62,4.06,26.68,27.54,28.4
2021/08/27,92.81,3.48,25.71,26.33,26.97
2021/08/28,90.31,2.61,26.02,26.91,27.8
2021/08/29,90.56,2.77,25.83,26.69,27.55
2021/08/30,90.69,2.06,25.51,26.36,27.2
2021/08/31,88.62,1.37,25.68,26.74,27.81
2021/09/01,92.31,1.41,26.15,26.83,27.51
2021/09/02,89.31,1.25,25.4,26.38,27.35
2021/09/03,82.88,1.98,24.65,26.33,28.01
2021/09/04,79.56,1.06,25.18,27.22,29.26
2021/09/05,81.75,1.45,26.27,28.05,29.83
2021/09/06,89.62,2.9,26.7,27.66,28.62
2021/09/07,91.25,2.82,26.14,26.94,27.73
2021/09/08,88.62,2.19,25.51,26.57,27.63
2021/09/09,89.0,1.4,25.91,26.91,27.92
2021/09/10,91.06,2.57,26.15,26.97,27.79
2021/09/11,88.12,1.55,25.86,26.96,28.05
2021/09/12,87.25,2.6,26.39,27.6,28.81
2021/09/13,92.44,3.87,26.52,27.19,27.87
2021/09/14,91.38,3.41,25.8,26.58,27.36
2021/09/15,85.94,1.76,26.15,27.51,28.87
2021/09/16,91.81,1.76,26.33,27.06,27.8
2021/09/17,91.19,1.91,25.74,26.54,27.33
2021/09/18,92.44,2.76,25.53,26.19,26.86
2021/09/19,89.19,1.92,25.61,26.61,27.62
2021/09/20,91.81,2.73,25.56,26.31,27.05
2021/09/21,90.38,2.37,25.08,25.96,26.85
2021/09/22,90.12,2.33,24.94,25.85,26.76
2021/09/23,82.56,1.48,24.55,26.26,27.97
2021/09/24,78.62,1.15,24.58,26.7,28.83
2021/09/25,83.56,1.73,25.54,27.12,28.71
2021/09/26,84.19,1.64,26.26,27.8,29.33
2021/09/27,86.88,2.73,26.05,27.28,28.51
2021/09/28,89.81,1.8,25.51,26.44,27.38
2021/09/29,90.0,1.95,25.08,25.98,26.9
2021/09/30,86.19,1.27,24.92,26.24,27.56
2021/10/01,85.56,1.68,24.17,25.53,26.89
2021/10/02,85.62,1.79,24.87,26.23,27.58
2021/10/03,90.44,3.19,26.12,27.0,27.88
2021/10/04,94.88,3.16,26.1,26.54,26.98
2021/10/05,89.31,1.64,25.11,26.08,27.06
2021/10/06,83.62,1.0,24.2,25.77,27.34
2021/10/07,83.25,1.2,24.84,26.44,28.05
2021/10/08,84.31,1.03,25.4,26.92,28.44
2021/10/09,83.31,1.09,25.3,26.9,28.49
2021/10/10,84.06,1.38,25.51,27.02,28.54
2021/10/11,85.56,2.21,25.21,26.61,28.01
2021/10/12,87.75,2.24,26.32,27.49,28.65
2021/10/13,88.0,1.57,26.3,27.4,28.52
2021/10/14,83.0,1.23,25.96,27.63,29.3
2021/10/15,84.88,1.4,26.36,27.79,29.23
2021/10/16,85.0,2.2,25.8,27.2,28.6
2021/10/17,89.38,2.54,25.55,26.51,27.47
2021/10/18,93.75,4.12,24.87,25.4,25.94
2021/10/19,94.25,3.61,25.25,25.75,26.24
2021/10/20,92.62,2.86,25.34,26.0,26.65
2021/10/21,89.31,3.38,23.3,24.28,25.26
2021/10/22,79.31,1.05,19.83,21.86,23.89
2021/10/23,78.81,1.39,20.19,22.23,24.26
2021/10/24,75.69,1.05,20.47,22.86,25.24
2021/10/25,81.31,1.09,21.34,23.12,24.9
2021/10/26,82.0,1.24,21.31,23.02,24.73
2021/10/27,79.62,1.05,21.22,23.16,25.12
2021/10/28,81.31,1.59,21.51,23.3,25.11
2021/10/29,84.0,2.16,21.97,23.5,25.03
2021/10/30,87.44,2.75,21.53,22.69,23.84
2021/10/31,84.56,2.51,19.89,21.33,22.76
2021/11/01,73.38,1.15,16.73,19.34,21.97
2021/11/02,77.69,1.73,17.36,19.45,21.55
2021/11/03,82.62,1.68,19.0,20.61,22.22
2021/11/04,79.56,1.41,18.55,20.51,22.47
2021/11/05,80.56,1.79,17.57,19.37,21.17
2021/11/06,78.5,1.85,17.04,19.09,21.15
2021/11/07,82.56,2.0,17.65,19.29,20.92
2021/11/08,80.38,1.79,16.98,18.87,20.76
2021/11/09,81.94,1.43,18.01,19.69,21.37
2021/11/10,82.81,1.29,18.73,20.32,21.91
2021/11/11,78.44,0.86,18.29,20.36,22.43
2021/11/12,82.12,1.3,19.44,21.08,22.72
2021/11/13,88.25,1.6,20.4,21.44,22.49
2021/11/14,91.75,1.42,20.51,21.23,21.94
2021/11/15,90.5,1.13,20.37,21.21,22.05
2021/11/16,88.19,2.2,19.48,20.55,21.62
2021/11/17,79.31,2.0,16.73,18.77,20.83
2021/11/18,75.56,1.32,16.19,18.62,21.06
2021/11/19,79.94,1.29,17.26,19.14,21.02
2021/11/20,83.88,1.4,18.73,20.2,21.69
2021/11/21,83.25,1.46,19.21,20.76,22.3
2021/11/22,86.38,2.01,19.79,21.03,22.26
2021/11/23,85.19,1.46,19.33,20.72,22.1
2021/11/24,80.06,1.95,16.64,18.52,20.4
2021/11/25,72.25,1.69,13.81,16.55,19.3
2021/11/26,74.06,1.72,13.5,16.01,18.51
2021/11/27,73.12,1.84,13.37,16.01,18.66
2021/11/28,71.12,1.7,13.26,16.05,18.83
2021/11/29,75.5,1.63,14.02,16.36,18.7
2021/11/30,75.5,1.41,14.89,17.28,19.67
2021/12/01,77.31,1.88,16.11,18.3,20.49
2021/12/02,77.38,1.75,16.44,18.65,20.84
2021/12/03,81.12,1.72,17.87,19.64,21.4
2021/12/04,83.44,1.7,18.87,20.41,21.95
2021/12/05,88.75,1.59,19.53,20.54,21.54
2021/12/06,94.19,3.77,20.01,20.49,20.98
2021/12/07,88.69,2.56,19.51,20.54,21.56
2021/12/08,86.75,2.14,18.19,19.42,20.65
2021/12/09,81.12,1.8,17.44,19.26,21.08
2021/12/10,83.81,2.23,16.88,18.35,19.82
2021/12/11,81.0,2.09,14.76,16.57,18.37
2021/12/12,71.5,2.36,11.31,14.07,16.83
2021/12/13,72.5,1.22,11.9,14.58,17.25
2021/12/14,79.44,1.81,13.74,15.69,17.62
2021/12/15,82.81,1.95,13.85,15.35,16.86
2021/12/16,78.75,1.88,12.87,14.9,16.92
2021/12/17,75.06,2.03,12.44,14.9,17.35
2021/12/18,74.88,1.99,12.49,14.94,17.4
2021/12/19,82.88,2.41,13.14,14.76,16.38
2021/12/20,80.56,2.27,11.37,13.21,15.06
2021/12/21,82.31,1.69,13.9,15.56,17.22
2021/12/22,83.94,1.57,15.2,16.63,18.06
2021/12/23,78.69,1.45,14.16,16.22,18.26
2021/12/24,78.12,1.67,13.84,15.93,18.01
2021/12/25,72.69,1.32,13.01,15.68,18.34
2021/12/26,71.12,1.56,12.29,15.12,17.97
2021/12/27,71.06,1.21,12.33,15.1,17.86
2021/12/28,73.25,1.38,13.02,15.57,18.11
2021/12/29,78.31,2.36,13.13,15.18,17.23
2021/12/30,77.12,2.05,13.63,15.85,18.06
2021/12/31,78.38,2.55,13.33,15.41,17.5
2022/01/01,75.44,2.12,12.93,15.37,17.8
2022/01/02,79.12,1.66,13.16,15.17,17.19
2022/01/03,78.44,1.92,13.33,15.4,17.48
2022/01/04,78.56,2.07,12.69,14.75,16.82
2022/01/05,72.19,1.45,12.08,14.8,17.54
2022/01/06,72.56,1.52,12.83,15.56,18.3
2022/01/07,75.12,1.73,13.75,16.17,18.6
2022/01/08,80.69,2.0,14.8,16.69,18.59
2022/01/09,79.19,1.63,15.3,17.23,19.17
2022/01/10,80.25,1.88,16.05,17.94,19.84
2022/01/11,80.62,2.07,16.18,18.05,19.92
2022/01/12,81.56,2.22,16.3,18.09,19.88
2022/01/13,83.12,1.66,15.34,16.87,18.4
2022/01/14,73.19,2.04,11.77,14.45,17.13
2022/01/15,71.19,2.12,11.8,14.72,17.64
2022/01/16,75.38,3.37,11.96,14.4,16.83
2022/01/17,76.88,2.3,12.57,14.88,17.19
2022/01/18,74.94,1.84,12.94,15.42,17.89
2022/01/19,70.38,1.29,12.87,15.8,18.74
2022/01/20,78.12,1.58,13.46,15.54,17.62
2022/01/21,68.38,1.59,11.26,14.46,17.66
2022/01/22,68.0,1.62,11.23,14.43,17.62
2022/01/23,74.31,2.12,12.61,15.15,17.69
2022/01/24,82.56,2.16,14.69,16.3,17.92
2022/01/25,79.0,1.26,14.3,16.3,18.31
2022/01/26,77.25,1.62,13.67,15.84,18.01
2022/01/27,74.94,2.7,12.0,14.44,16.88
2022/01/28,71.56,3.08,8.38,11.22,14.06
2022/01/29,71.69,2.19,8.91,11.67,14.43
2022/01/30,70.75,2.41,8.98,11.95,14.94
2022/01/31,63.19,1.44,9.02,12.7,16.39
2022/02/01,71.69,2.73,11.25,14.04,16.82
2022/02/02,65.06,1.62,10.56,14.17,17.79
2022/02/03,72.81,2.85,12.3,14.98,17.65
2022/02/04,79.31,3.12,13.95,15.93,17.9
2022/02/05,76.31,3.38,11.87,14.25,16.63
2022/02/06,72.5,1.89,9.49,12.25,15.01
2022/02/07,68.5,2.51,8.58,11.74,14.9
2022/02/08,64.62,1.84,9.34,12.9,16.47
2022/02/09,60.75,1.63,9.83,13.83,17.84
2022/02/10,75.81,2.16,12.68,14.94,17.19
2022/02/11,73.0,2.51,12.44,15.18,17.92
2022/02/12,65.69,2.16,9.31,12.92,16.53
2022/02/13,64.94,2.52,9.59,13.29,16.99
2022/02/14,61.38,2.11,9.36,13.55,17.74
2022/02/15,59.25,1.84,9.09,13.66,18.24
2022/02/16,62.12,1.98,9.83,13.95,18.08
2022/02/17,54.69,2.14,9.05,13.94,18.82
2022/02/18,53.75,2.12,8.7,13.87,19.05
2022/02/19,55.44,2.92,8.69,13.73,18.77
2022/02/20,72.19,3.31,12.38,15.33,18.27
2022/02/21,70.06,2.61,12.48,15.67,18.87
2022/02/22,64.44,2.23,11.86,15.78,19.7
2022/02/23,61.88,1.86,13.3,17.39,21.49
2022/02/24,65.81,2.05,14.83,18.5,22.17
2022/02/25,74.62,2.09,16.42,18.97,21.51
2022/02/26,72.5,2.45,16.18,19.11,22.04
2022/02/27,59.44,1.9,13.89,18.42,22.94
2022/02/28,62.94,2.64,15.69,19.65,23.62
2022/03/01,56.31,2.48,12.44,17.69,22.94
2022/03/02,52.19,2.8,11.49,17.05,22.61
2022/03/03,50.12,2.49,11.2,17.14,23.08
2022/03/04,49.69,2.3,11.13,17.21,23.29
2022/03/05,53.69,2.25,12.4,17.9,23.41
2022/03/06,49.56,2.15,12.12,18.17,24.22
2022/03/07,51.5,2.16,12.42,18.51,24.58
2022/03/08,45.69,1.56,11.8,18.59,25.38
2022/03/09,47.69,1.91,12.44,18.86,25.28
2022/03/10,43.94,1.97,10.54,17.76,24.99
2022/03/11,43.44,2.05,10.87,18.01,25.15
2022/03/12,42.69,2.41,10.73,18.01,25.3
2022/03/13,45.75,2.82,11.86,18.78,25.7
2022/03/14,47.06,2.64,12.62,19.4,26.19
2022/03/15,44.81,2.34,12.61,19.74,26.87
2022/03/16,42.38,1.81,12.51,20.11,27.7
2022/03/17,44.19,1.42,13.0,20.5,28.0
2022/03/18,44.19,1.91,14.12,21.25,28.38
2022/03/19,44.62,2.2,13.99,21.22,28.44
2022/03/20,53.62,3.01,15.48,21.33,27.19
2022/03/21,55.69,2.81,15.23,20.94,26.65
2022/03/22,54.56,2.54,17.75,23.19,28.62
2022/03/23,48.88,2.34,16.5,23.02,29.55
2022/03/24,52.94,4.88,17.36,23.27,29.18
2022/03/25,65.31,5.3,20.28,24.45,28.63
2022/03/26,68.62,4.62,21.45,25.16,28.87
2022/03/27,64.75,2.71,19.85,24.23,28.6
2022/03/28,64.0,2.75,19.79,23.98,28.17
2022/03/29,68.25,3.76,20.76,24.29,27.81
2022/03/30,69.94,3.32,21.45,24.72,27.98
2022/03/31,68.06,4.11,21.93,25.58,29.23
2022/04/01,70.12,4.65,22.69,26.02,29.36
2022/04/02,71.19,3.16,22.51,25.65,28.78
2022/04/03,68.5,4.01,21.86,25.35,28.83
2022/04/04,66.25,5.86,21.25,25.13,29.01
2022/04/05,68.69,3.78,21.58,25.15,28.73
2022/04/06,67.69,3.16,21.4,25.11,28.81
2022/04/07,63.62,2.92,21.08,25.43,29.78
2022/04/08,55.81,2.96,18.94,24.48,30.03
2022/04/09,56.62,2.75,19.32,24.63,29.94
2022/04/10,62.75,3.34,20.77,25.21,29.65
2022/04/11,66.12,3.2,22.11,26.02,29.94
2022/04/12,70.56,2.45,23.01,26.27,29.55
2022/04/13,69.25,3.29,23.04,26.49,29.94
2022/04/14,66.31,4.47,22.48,26.4,30.33
2022/04/15,62.44,4.84,21.03,25.97,30.9
2022/04/16,70.94,4.61,23.55,26.8,30.07
2022/04/17,66.25,4.72,22.39,26.33,30.26
2022/04/18,69.12,3.64,22.49,26.03,29.56
2022/04/19,68.62,3.41,22.74,26.32,29.9
2022/04/20,73.44,2.79,22.45,25.3,28.14
2022/04/21,69.5,1.29,21.26,24.56,27.87
2022/04/22,70.62,2.98,22.6,25.87,29.15
2022/04/23,74.69,3.57,23.51,26.3,29.09
2022/04/24,71.5,3.92,23.14,26.51,29.9
2022/04/25,68.56,3.48,22.68,26.53,30.38
2022/04/26,68.69,3.18,23.31,27.09,30.88
2022/04/27,70.0,3.42,23.8,27.26,30.73
2022/04/28,69.44,2.66,23.41,26.93,30.44
2022/04/29,66.31,2.02,23.05,26.93,30.8
2022/04/30,67.81,2.51,23.01,26.71,30.41
2022/05/01,66.06,2.59,22.09,25.95,29.81
2022/05/02,64.06,2.52,21.67,25.85,30.04
2022/05/03,70.38,3.18,22.27,25.48,28.69
2022/05/04,70.56,1.68,21.76,25.05,28.33
2022/05/05,74.5,1.81,22.9,25.51,28.12
2022/05/06,71.19,1.52,22.79,25.9,29.01
2022/05/07,66.44,1.53,22.33,26.1,29.88
2022/05/08,61.81,1.57,21.89,26.34,30.79
2022/05/09,70.94,3.1,22.76,25.98,29.21
2022/05/10,82.81,2.41,24.22,25.9,27.59
2022/05/11,83.5,4.36,25.17,26.82,28.47
2022/05/12,82.12,4.7,25.54,27.34,29.15
2022/05/13,86.38,5.37,26.23,27.53,28.83
2022/05/14,85.56,5.53,26.43,27.84,29.26
2022/05/15,85.0,5.1,26.53,28.0,29.47
2022/05/16,87.62,3.99,26.31,27.48,28.66
2022/05/17,88.38,4.5,26.17,27.26,28.37
2022/05/18,89.75,4.57,25.42,26.35,27.28
2022/05/19,87.31,4.41,26.12,27.33,28.55
2022/05/20,88.12,4.04,25.88,27.01,28.12
2022/05/21,90.44,3.71,26.07,26.95,27.83
2022/05/22,85.62,1.88,25.54,26.91,28.29
2022/05/23,84.44,2.16,25.27,26.76,28.26
2022/05/24,81.44,1.4,25.45,27.29,29.13
2022/05/25,80.12,1.57,25.3,27.24,29.18
2022/05/26,82.31,2.66,24.99,26.73,28.46
2022/05/27,83.75,2.72,25.22,26.81,28.4
2022/05/28,81.69,1.72,24.8,26.67,28.54
2022/05/29,88.06,2.8,25.74,26.86,27.98
2022/05/30,89.38,2.69,25.55,26.54,27.51
2022/05/31,87.38,2.41,25.42,26.6,27.78
2022/06/01,88.88,2.88,25.9,26.94,27.98
2022/06/02,86.06,2.99,25.4,26.73,28.05
2022/06/03,89.81,3.69,26.05,26.98,27.9
2022/06/04,88.31,3.89,25.65,26.76,27.86
2022/06/05,87.88,3.7,25.75,26.89,28.03
2022/06/06,87.88,3.48,26.07,27.22,28.36
2022/06/07,86.88,3.55,26.34,27.6,28.86
2022/06/08,89.69,3.51,26.61,27.56,28.52
2022/06/09,92.38,4.02,26.88,27.57,28.26
2022/06/10,90.38,3.9,24.95,25.81,26.67
2022/06/11,89.56,4.06,25.8,26.76,27.73
2022/06/12,90.12,4.51,26.64,27.55,28.46
2022/06/13,91.12,4.89,27.33,28.14,28.95
2022/06/14,93.31,4.61,27.19,27.79,28.38
2022/06/15,93.94,5.31,26.56,27.09,27.62
2022/06/16,93.56,5.69,26.09,26.65,27.21
2022/06/17,94.62,5.5,25.99,26.45,26.9
2022/06/18,92.56,6.37,25.8,26.46,27.12
2022/06/19,93.75,5.29,25.8,26.35,26.9
2022/06/20,92.19,4.18,25.94,26.63,27.33
2022/06/21,92.69,2.88,25.71,26.35,27.0
2022/06/22,87.75,2.95,25.44,26.6,27.76
2022/06/23,90.31,3.53,25.94,26.82,27.71
2022/06/24,92.81,3.98,26.27,26.9,27.54
2022/06/25,90.06,3.81,26.08,27.0,27.92
2022/06/26,90.62,4.0,26.24,27.09,27.95
2022/06/27,88.44,3.3,26.36,27.44,28.52
2022/06/28,89.75,3.56,26.05,26.99,27.94
2022/06/29,88.75,2.22,25.64,26.68,27.72
