DATE,RH2M,WS10M,T2MDEW,T2MWET,T2M
2021/01/29,70.94,2.95,10.55,13.49,16.43
2021/01/30,67.06,2.35,9.78,13.04,16.3
2021/01/31,61.94,2.84,6.42,10.39,14.36
2021/02/01,63.06,2.69,7.19,10.92,14.65
2021/02/02,64.25,3.42,7.62,11.26,14.88
2021/02/03,66.5,3.39,9.59,12.98,16.35
2021/02/04,66.94,2.64,11.3,14.69,18.09
2021/02/05,63.56,1.51,11.6,15.51,19.42
2021/02/06,62.5,1.84,12.06,15.94,19.83
2021/02/07,71.69,3.77,12.28,15.16,18.05
2021/02/08,65.88,3.72,10.92,14.44,17.96
2021/02/09,63.0,3.48,10.2,14.14,18.08
2021/02/10,55.12,2.18,9.69,14.56,19.43
2021/02/11,52.69,1.35,9.83,15.09,20.35
2021/02/12,53.56,1.53,10.51,15.51,20.53
2021/02/13,55.0,1.71,10.94,15.79,20.63
2021/02/14,51.81,1.25,10.55,15.95,21.36
2021/02/15,55.62,1.18,11.8,16.79,21.78
2021/02/16,57.31,1.79,11.99,16.78,21.57
2021/02/17,55.88,2.39,11.71,16.54,21.37
2021/02/18,55.44,1.91,13.08,18.19,23.29
2021/02/19,56.0,1.12,13.92,18.72,23.51
2021/02/20,61.06,1.98,13.86,17.94,22.01
2021/02/21,52.06,2.39,11.39,16.89,22.38
2021/02/22,50.25,2.81,10.51,16.26,22.01
2021/02/23,48.94,2.22,10.97,16.9,22.83
2021/02/24,49.94,1.41,12.35,18.1,23.84
2021/02/25,60.5,1.8,14.79,19.51,24.24
2021/02/26,65.88,2.6,15.44,19.8,24.18
2021/02/27,66.88,2.66,16.9,20.94,24.98
2021/02/28,67.0,3.27,17.11,21.21,25.3
2021/03/01,69.38,3.02,18.78,22.46,26.14
2021/03/02,63.44,1.9,16.94,21.48,26.02
2021/03/03,61.5,1.63,16.22,20.86,25.5
2021/03/04,48.31,2.27,11.19,17.99,24.78
2021/03/05,66.5,4.01,17.2,21.16,25.12
2021/03/06,73.31,3.46,20.26,23.29,26.3
2021/03/07,70.88,2.77,18.95,22.48,26.01
2021/03/08,72.62,2.65,19.83,22.9,25.98
2021/03/09,69.75,3.52,19.7,23.3,26.88
2021/03/10,67.19,3.12,19.57,23.3,27.04
2021/03/11,66.88,2.05,19.72,23.55,27.38
2021/03/12,62.25,1.55,19.43,23.87,28.32
2021/03/13,57.88,2.11,18.03,22.92,27.82
2021/03/14,56.0,2.76,16.29,21.57,26.84
2021/03/15,52.75,2.16,15.1,20.76,26.41
2021/03/16,44.62,2.07,13.18,20.3,27.44
2021/03/17,36.94,1.65,10.67,19.26,27.84
2021/03/18,33.5,1.17,10.31,19.43,28.55
2021/03/19,47.25,1.33,14.4,21.4,28.39
2021/03/20,48.06,1.77,14.85,21.4,27.94
2021/03/21,48.38,1.67,16.29,22.93,29.58
2021/03/22,42.88,1.64,15.57,23.16,30.76
2021/03/23,40.62,1.94,14.54,22.44,30.36
2021/03/24,45.25,2.88,16.07,23.33,30.6
2021/03/25,40.5,2.66,13.7,22.07,30.44
2021/03/26,36.31,2.09,11.53,20.46,29.4
2021/03/27,35.44,1.78,11.6,20.61,29.62
2021/03/28,41.5,1.89,13.63,21.27,28.9
2021/03/29,55.44,3.8,18.73,24.33,29.92
2021/03/30,61.81,4.52,20.67,25.57,30.46
2021/03/31,67.06,6.1,22.16,26.44,30.72
2021/04/01,67.62,4.8,21.58,25.8,30.0
2021/04/02,63.31,4.27,20.44,25.12,29.78
2021/04/03,56.81,2.01,18.58,24.31,30.04
2021/04/04,49.06,1.84,16.8,23.26,29.72
2021/04/05,47.38,1.9,16.29,23.14,29.99
2021/04/06,51.75,2.38,16.69,23.08,29.48
2021/04/07,57.81,4.06,19.12,24.57,30.02
2021/04/08,61.38,4.01,20.59,25.41,30.24
2021/04/09,58.38,2.7,19.89,25.15,30.42
2021/04/10,50.94,2.3,18.82,24.83,30.85
2021/04/11,51.75,2.76,19.55,25.73,31.9
2021/04/12,48.62,3.23,19.29,25.96,32.63
2021/04/13,41.88,3.49,16.87,24.78,32.7
2021/04/14,48.06,3.27,17.89,24.95,32.01
2021/04/15,59.38,3.84,20.18,25.12,30.07
2021/04/16,53.88,3.93,17.95,23.72,29.48
2021/04/17,62.25,2.73,19.85,24.4,28.94
2021/04/18,61.88,3.05,20.47,24.97,29.48
2021/04/19,55.12,4.44,19.4,25.15,30.9
2021/04/20,58.62,4.1,19.73,25.41,31.1
2021/04/21,59.81,3.56,21.76,26.69,31.62
2021/04/22,56.5,2.3,20.51,26.04,31.56
2021/04/23,50.44,2.55,18.66,24.95,31.23
2021/04/24,37.44,2.17,14.07,22.87,31.68
2021/04/25,47.19,2.26,17.58,24.69,31.78
2021/04/26,48.0,2.45,18.87,25.88,32.9
2021/04/27,52.19,3.55,20.55,26.64,32.73
2021/04/28,56.38,3.43,21.06,26.5,31.93
2021/04/29,56.62,1.37,20.73,25.88,31.03
2021/04/30,52.06,2.05,19.72,25.61,31.49
2021/05/01,52.81,3.1,20.17,26.08,32.01
2021/05/02,54.62,3.45,20.53,26.16,31.79
2021/05/03,71.88,2.63,22.74,25.6,28.46
2021/05/04,74.81,1.63,22.24,24.75,27.26
2021/05/05,71.0,1.76,20.9,23.85,26.81
2021/05/06,62.06,1.92,20.4,24.62,28.84
2021/05/07,66.75,2.48,22.37,26.05,29.73
2021/05/08,66.06,1.64,22.1,25.91,29.72
2021/05/09,59.25,1.39,21.19,25.89,30.59
2021/05/10,67.62,3.12,22.76,26.37,29.96
2021/05/11,72.19,1.94,23.27,26.24,29.2
2021/05/12,71.5,1.38,22.96,26.01,29.08
2021/05/13,73.06,3.09,23.44,26.31,29.18
2021/05/14,71.31,2.79,23.44,26.62,29.8
2021/05/15,67.62,3.85,23.76,27.62,31.48
2021/05/16,71.5,2.66,24.72,27.89,31.06
2021/05/17,69.06,2.86,25.11,28.62,32.15
2021/05/18,72.94,3.55,25.73,28.67,31.62
2021/05/19,77.75,3.43,26.02,28.33,30.65
2021/05/20,76.81,3.41,26.19,28.58,30.98
2021/05/21,73.62,3.89,25.2,28.07,30.94
2021/05/22,70.38,2.87,25.23,28.53,31.83
2021/05/23,67.25,1.45,25.1,28.63,32.17
2021/05/24,78.5,2.54,25.61,27.73,29.86
2021/05/25,78.12,4.9,25.16,27.37,29.57
2021/05/26,78.75,8.91,24.15,26.23,28.3
2021/05/27,78.06,8.8,25.04,27.26,29.48
2021/05/28,77.38,4.77,25.88,28.26,30.65
2021/05/29,75.94,3.19,25.44,28.04,30.64
2021/05/30,75.88,3.66,25.59,28.12,30.65
2021/05/31,89.56,5.23,26.73,27.68,28.63
2021/06/01,88.69,3.84,26.8,27.85,28.9
2021/06/02,89.12,3.02,26.37,27.37,28.37
2021/06/03,85.44,3.67,26.62,28.04,29.46
2021/06/04,85.31,3.47,26.67,28.08,29.51
2021/06/05,89.62,3.3,27.26,28.22,29.17
2021/06/06,89.25,3.7,27.3,28.3,29.31
2021/06/07,89.38,4.96,27.05,28.03,29.01
2021/06/08,93.12,4.12,26.92,27.52,28.12
2021/06/09,88.44,3.41,25.91,26.98,28.04
2021/06/10,85.19,1.9,25.32,26.72,28.12
2021/06/11,93.06,4.42,26.07,26.68,27.28
2021/06/12,92.0,4.64,26.5,27.21,27.92
2021/06/13,86.81,4.98,26.38,27.64,28.9
2021/06/14,87.94,5.91,26.82,27.96,29.1
2021/06/15,90.0,5.16,26.72,27.63,28.55
2021/06/16,89.44,4.98,26.17,27.15,28.12
2021/06/17,88.0,6.21,25.17,26.28,27.39
2021/06/18,88.56,3.91,25.37,26.44,27.51
2021/06/19,88.56,4.42,25.23,26.29,27.35
2021/06/20,90.5,4.94,25.45,26.3,27.16
2021/06/21,90.38,4.16,25.94,26.81,27.69
2021/06/22,87.81,4.44,25.48,26.62,27.76
2021/06/23,86.94,4.13,25.6,26.85,28.09
2021/06/24,88.0,4.49,26.2,27.34,28.48
2021/06/25,87.31,4.45,25.77,26.98,28.18
2021/06/26,88.44,4.58,26.29,27.37,28.46
2021/06/27,88.0,4.52,26.44,27.58,28.72
2021/06/28,89.38,4.7,26.48,27.47,28.45
2021/06/29,90.81,5.01,26.85,27.69,28.53
2021/06/30,90.19,4.88,27.17,28.08,28.98
2021/07/01,91.75,5.78,26.94,27.67,28.4
2021/07/02,90.12,6.23,25.91,26.8,27.69
2021/07/03,91.06,5.98,26.71,27.51,28.33
2021/07/04,86.0,3.35,26.3,27.65,29.01
2021/07/05,89.75,4.57,27.06,28.01,28.96
2021/07/06,89.5,3.6,27.09,28.07,29.05
2021/07/07,91.69,4.48,27.22,27.97,28.72
2021/07/08,89.94,4.2,26.75,27.68,28.61
2021/07/09,87.31,3.23,26.28,27.48,28.68
2021/07/10,87.12,2.41,26.26,27.48,28.7
2021/07/11,86.94,2.43,26.55,27.8,29.05
2021/07/12,83.81,2.2,25.83,27.42,29.01
2021/07/13,90.19,4.65,26.33,27.23,28.12
2021/07/14,87.06,3.95,26.05,27.28,28.51
2021/07/15,84.81,2.02,26.04,27.5,28.96
2021/07/16,85.56,2.09,25.72,27.08,28.44
2021/07/17,88.5,3.03,26.61,27.67,28.73
2021/07/18,89.25,2.23,26.0,26.98,27.97
2021/07/19,90.94,3.05,26.19,27.0,27.82
2021/07/20,85.38,2.27,26.19,27.61,29.02
2021/07/21,85.19,2.31,26.13,27.54,28.94
2021/07/22,87.12,4.39,26.39,27.61,28.83
2021/07/23,91.75,6.34,26.68,27.41,28.15
2021/07/24,91.38,6.55,27.11,27.89,28.67
2021/07/25,89.88,4.09,26.92,27.86,28.8
2021/07/26,86.94,1.88,27.33,28.58,29.84
2021/07/27,90.44,1.73,27.88,28.76,29.62
2021/07/28,93.81,5.84,27.55,28.09,28.63
2021/07/29,92.69,9.5,26.36,26.99,27.63
2021/07/30,90.56,7.43,26.53,27.39,28.25
2021/07/31,90.31,5.14,26.51,27.4,28.3
2021/08/01,91.88,3.26,26.41,27.14,27.87
2021/08/02,90.38,3.45,26.33,27.22,28.1
2021/08/03,87.69,2.14,26.49,27.66,28.83
2021/08/04,88.75,3.38,26.45,27.51,28.56
2021/08/05,84.19,2.26,26.51,28.05,29.59
2021/08/06,94.62,5.59,27.25,27.71,28.17
2021/08/07,91.0,5.37,26.9,27.72,28.54
2021/08/08,90.56,3.88,27.13,28.01,28.87
2021/08/09,89.06,3.3,27.03,28.05,29.08
2021/08/10,91.38,4.06,27.4,28.19,28.97
2021/08/11,90.88,4.11,27.39,28.23,29.06
2021/08/12,91.5,5.82,26.97,27.73,28.5
2021/08/13,87.5,4.17,25.76,26.94,28.1
2021/08/14,88.75,3.87,26.9,27.96,29.02
2021/08/15,91.62,2.9,26.78,27.54,28.3
2021/08/16,89.69,3.0,26.44,27.4,28.35
2021/08/17,91.12,4.36,26.54,27.35,28.16
2021/08/18,94.38,4.69,26.65,27.13,27.62
2021/08/19,93.06,4.66,26.12,26.73,27.33
2021/08/20,90.75,4.01,26.06,26.9,27.75
2021/08/21,88.0,2.72,25.76,26.88,28.01
2021/08/22,86.88,3.44,26.0,27.25,28.5
2021/08/23,89.0,3.88,26.8,27.83,28.86
2021/08/24,91.62,3.47,26.9,27.65,28.41
2021/08/25,91.25,3.67,26.58,27.37,28.16
2021/08/26,90.38,4.33,26.57,27.46,28.34
2021/08/27,92.5,3.57,26.08,26.74,27.4
2021/08/28,91.06,3.3,26.01,26.83,27.65
2021/08/29,92.06,3.56,25.91,26.62,27.33
2021/08/30,92.5,2.79,25.75,26.41,27.08
2021/08/31,88.5,2.9,25.99,27.07,28.15
2021/09/01,89.12,1.98,25.58,26.56,27.55
2021/09/02,91.88,2.27,25.5,26.21,26.93
2021/09/03,80.94,1.71,24.39,26.26,28.12
2021/09/04,82.69,1.65,25.54,27.25,28.96
2021/09/05,86.5,2.02,26.35,27.63,28.91
2021/09/06,90.56,4.39,26.37,27.23,28.08
2021/09/07,90.75,4.29,26.03,26.87,27.71
2021/09/08,88.19,2.5,25.69,26.8,27.91
2021/09/09,83.81,1.12,25.62,27.16,28.7
2021/09/10,89.75,2.8,26.29,27.22,28.15
2021/09/11,87.81,2.85,25.99,27.13,28.27
2021/09/12,89.94,4.57,26.15,27.07,27.99
2021/09/13,91.44,6.07,26.12,26.89,27.65
2021/09/14,93.06,4.41,26.19,26.8,27.41
2021/09/15,88.12,2.38,26.11,27.23,28.34
2021/09/16,90.69,2.68,25.92,26.76,27.62
2021/09/17,88.81,2.48,25.86,26.91,27.97
2021/09/18,91.94,2.39,25.57,26.28,27.0
2021/09/19,89.75,1.62,25.43,26.37,27.3
2021/09/20,93.31,3.18,25.54,26.12,26.7
2021/09/21,92.06,2.98,25.37,26.08,26.78
2021/09/22,90.75,2.59,24.88,25.72,26.55
2021/09/23,83.5,1.97,24.97,26.58,28.21
2021/09/24,84.19,1.74,25.52,27.05,28.58
2021/09/25,85.25,1.88,25.69,27.08,28.46
2021/09/26,84.81,1.66,25.88,27.33,28.77
2021/09/27,89.25,2.71,26.08,27.07,28.05
2021/09/28,92.75,3.27,25.53,26.17,26.81
2021/09/29,90.69,2.95,25.23,26.07,26.92
2021/09/30,86.0,1.45,25.09,26.42,27.74
2021/10/01,71.38,0.93,22.29,25.4,28.52
2021/10/02,85.5,2.14,25.33,26.69,28.05
2021/10/03,90.06,3.38,26.16,27.08,28.01
2021/10/04,93.44,3.63,26.2,26.78,27.36
2021/10/05,83.56,1.27,24.75,26.33,27.91
2021/10/06,79.56,1.08,24.08,26.05,28.01
2021/10/07,80.0,1.16,24.7,26.65,28.59
2021/10/08,83.12,1.14,25.26,26.9,28.54
2021/10/09,82.25,1.16,25.26,26.99,28.72
2021/10/10,83.62,1.55,25.66,27.23,28.8
2021/10/11,87.06,2.86,25.81,27.05,28.27
2021/10/12,91.5,2.84,26.27,27.03,27.8
2021/10/13,88.31,1.31,26.12,27.19,28.28
2021/10/14,84.5,1.55,25.59,27.05,28.51
2021/10/15,85.31,1.47,26.12,27.5,28.88
2021/10/16,90.5,1.77,26.31,27.15,28.0
2021/10/17,89.12,2.87,25.73,26.72,27.71
2021/10/18,94.06,5.19,25.27,25.78,26.29
2021/10/19,93.44,4.33,25.47,26.04,26.61
2021/10/20,91.44,3.56,25.55,26.32,27.09
2021/10/21,85.88,3.52,23.52,24.85,26.18
2021/10/22,77.31,1.39,20.12,22.33,24.55
2021/10/23,76.38,1.5,20.23,22.52,24.82
2021/10/24,72.0,0.77,20.33,23.1,25.87
2021/10/25,75.31,0.97,20.52,22.91,25.3
2021/10/26,75.12,1.18,20.51,22.9,25.29
2021/10/27,84.19,1.79,21.76,23.2,24.64
2021/10/28,84.12,2.05,22.64,24.12,25.58
2021/10/29,85.44,2.92,22.91,24.26,25.62
2021/10/30,85.94,3.04,22.37,23.67,24.98
2021/10/31,83.75,2.95,20.91,22.44,23.95
2021/11/01,79.94,2.15,18.78,20.67,22.57
2021/11/02,76.25,2.14,17.8,20.07,22.33
2021/11/03,80.06,1.91,19.3,21.15,23.01
2021/11/04,79.44,1.59,19.32,21.3,23.28
2021/11/05,81.81,2.47,18.61,20.31,22.01
2021/11/06,79.94,2.46,17.72,19.63,21.55
2021/11/07,83.06,3.01,18.04,19.59,21.15
2021/11/08,83.44,2.55,17.87,19.4,20.93
2021/11/09,83.12,1.91,18.03,19.6,21.17
2021/11/10,81.31,1.59,18.19,19.94,21.69
2021/11/11,79.69,1.41,18.59,20.52,22.46
2021/11/12,81.75,1.78,20.02,21.71,23.39
2021/11/13,88.94,1.88,21.15,22.12,23.09
2021/11/14,88.75,1.66,21.62,22.64,23.65
2021/11/15,89.94,1.56,21.36,22.25,23.13
2021/11/16,89.56,2.38,20.79,21.71,22.64
2021/11/17,85.0,3.21,18.81,20.22,21.62
2021/11/18,77.62,1.82,16.74,18.96,21.18
2021/11/19,78.75,1.55,17.64,19.65,21.67
2021/11/20,82.19,1.73,18.63,20.27,21.91
2021/11/21,81.25,1.2,19.58,21.32,23.05
2021/11/22,77.0,0.9,19.34,21.57,23.8
2021/11/23,82.38,1.48,19.92,21.55,23.19
2021/11/24,86.06,2.75,19.22,20.49,21.76
2021/11/25,74.75,2.33,15.42,17.91,20.4
2021/11/26,75.12,2.71,14.51,16.86,19.2
2021/11/27,75.31,2.43,14.34,16.73,19.12
2021/11/28,74.5,2.38,14.19,16.6,19.01
2021/11/29,80.5,2.55,14.71,16.52,18.33
2021/11/30,79.75,2.13,15.9,17.82,19.73
2021/12/01,80.06,1.84,17.41,19.3,21.17
2021/12/02,75.62,1.59,16.86,19.3,21.74
2021/12/03,80.0,1.61,18.3,20.2,22.1
2021/12/04,86.69,1.62,19.9,21.11,22.3
2021/12/05,94.38,2.53,20.9,21.37,21.83
2021/12/06,94.69,4.84,21.55,21.98,22.42
2021/12/07,89.12,2.79,20.58,21.55,22.51
2021/12/08,88.38,2.66,19.37,20.41,21.46
2021/12/09,84.88,2.41,18.97,20.34,21.73
2021/12/10,84.5,2.77,17.28,18.66,20.05
2021/12/11,82.81,2.55,16.08,17.65,19.23
2021/12/12,78.0,3.69,13.14,15.15,17.15
2021/12/13,81.62,2.48,13.42,15.03,16.64
2021/12/14,85.31,2.45,14.57,15.87,17.17
2021/12/15,84.12,2.43,14.48,15.84,17.2
2021/12/16,84.31,2.77,13.89,15.3,16.69
2021/12/17,82.94,2.77,13.91,15.42,16.93
2021/12/18,79.62,2.62,13.31,15.23,17.13
2021/12/19,85.31,3.2,13.87,15.12,16.36
2021/12/20,81.44,2.91,11.05,12.77,14.5
2021/12/21,82.69,1.79,13.19,14.73,16.29
2021/12/22,82.75,2.01,14.23,15.75,17.27
2021/12/23,77.38,1.58,13.67,15.8,17.91
2021/12/24,81.06,1.72,14.44,16.16,17.9
2021/12/25,75.69,1.22,13.58,15.95,18.33
2021/12/26,77.62,1.8,13.83,15.92,18.0
2021/12/27,75.56,1.61,13.5,15.75,18.0
2021/12/28,80.19,1.98,14.32,16.12,17.9
2021/12/29,80.94,2.08,14.14,15.93,17.72
2021/12/30,81.44,2.46,14.47,16.23,17.98
2021/12/31,84.44,3.12,14.62,16.05,17.47
2022/01/01,85.56,2.89,14.23,15.5,16.76
2022/01/02,83.69,2.73,13.99,15.4,16.8
2022/01/03,83.69,2.52,14.19,15.58,16.98
2022/01/04,83.69,2.8,13.83,15.24,16.65
2022/01/05,79.0,2.34,12.67,14.62,16.57
2022/01/06,78.94,2.02,13.35,15.31,17.27
2022/01/07,81.56,2.41,14.62,16.31,17.99
2022/01/08,84.12,2.5,15.45,16.87,18.28
2022/01/09,82.19,1.82,15.82,17.4,18.97
2022/01/10,82.38,1.93,16.39,18.0,19.61
2022/01/11,83.81,2.26,16.64,18.09,19.55
2022/01/12,88.81,1.95,17.19,18.19,19.18
2022/01/13,85.5,1.84,16.17,17.48,18.79
2022/01/14,80.12,3.05,13.93,15.77,17.62
2022/01/15,77.56,2.85,13.14,15.3,17.45
2022/01/16,80.06,4.27,13.15,15.01,16.89
2022/01/17,80.0,2.84,12.87,14.74,16.61
2022/01/18,82.56,2.28,13.73,15.24,16.75
2022/01/19,77.38,1.76,13.57,15.69,17.82
2022/01/20,79.75,1.83,13.49,15.37,17.23
2022/01/21,65.38,1.09,10.87,14.34,17.8
2022/01/22,67.88,1.26,12.23,15.34,18.46
2022/01/23,73.12,1.76,13.6,16.15,18.71
2022/01/24,87.38,1.78,15.11,16.19,17.28
2022/01/25,79.88,2.19,15.08,16.94,18.8
2022/01/26,76.06,1.16,14.46,16.73,19.0
2022/01/27,81.94,2.34,14.05,15.68,17.3
2022/01/28,74.94,2.9,9.86,12.33,14.8
2022/01/29,76.31,2.55,9.75,11.97,14.18
2022/01/30,72.12,2.13,9.73,12.49,15.25
2022/01/31,64.81,1.32,9.71,13.19,16.66
2022/02/01,79.0,2.93,13.46,15.38,17.3
2022/02/02,66.31,1.58,11.43,15.0,18.56
2022/02/03,73.38,2.73,12.96,15.49,18.01
2022/02/04,80.69,3.5,15.07,16.87,18.69
2022/02/05,76.56,3.95,12.94,15.22,17.49
2022/02/06,73.94,2.09,10.51,12.99,15.48
2022/02/07,73.62,2.73,10.03,12.55,15.08
2022/02/08,65.81,1.96,10.23,13.6,16.97
2022/02/09,64.31,1.7,11.08,14.64,18.2
2022/02/10,74.12,1.95,13.64,16.08,18.51
2022/02/11,75.19,2.59,13.89,16.3,18.71
2022/02/12,65.5,2.35,10.02,13.52,17.01
2022/02/13,70.38,3.69,11.04,13.94,16.85
2022/02/14,71.62,2.71,11.41,14.32,17.22
2022/02/15,63.94,1.89,10.55,14.35,18.16
2022/02/16,59.75,1.8,10.2,14.42,18.64
2022/02/17,58.88,2.15,10.26,14.57,18.87
2022/02/18,54.25,2.3,9.39,14.33,19.27
2022/02/19,53.56,2.29,9.55,14.56,19.57
2022/02/20,73.0,2.77,13.63,16.36,19.09
2022/02/21,68.5,2.33,13.01,16.41,19.81
2022/02/22,65.44,1.76,13.34,16.9,20.46
2022/02/23,66.56,1.98,14.66,18.06,21.46
2022/02/24,75.12,2.37,16.82,19.31,21.81
2022/02/25,74.69,1.59,17.44,20.03,22.62
2022/02/26,72.62,2.05,17.46,20.26,23.08
2022/02/27,64.38,1.8,15.31,19.22,23.12
2022/02/28,65.88,2.12,16.53,20.1,23.68
2022/03/01,62.88,2.63,15.04,19.09,23.15
2022/03/02,60.19,3.22,13.65,17.97,22.27
2022/03/03,56.5,2.55,13.3,18.14,22.98
2022/03/04,51.69,1.95,12.48,18.07,23.66
2022/03/05,52.62,1.93,13.29,18.64,23.99
2022/03/06,55.12,2.84,13.73,18.8,23.85
2022/03/07,60.0,2.77,14.65,19.29,23.91
2022/03/08,56.56,2.11,14.43,19.47,24.5
2022/03/09,54.81,1.84,14.55,19.78,25.01
2022/03/10,50.94,2.08,12.74,18.65,24.56
2022/03/11,51.12,2.23,13.07,18.86,24.65
2022/03/12,48.69,2.62,12.59,18.69,24.8
2022/03/13,51.69,3.11,13.39,19.17,24.95
2022/03/14,51.25,3.02,13.95,19.85,25.75
2022/03/15,46.5,2.23,13.53,20.19,26.84
2022/03/16,49.56,2.05,13.73,20.06,26.39
2022/03/17,52.88,1.27,15.02,21.4,27.79
2022/03/18,49.75,2.15,15.12,21.44,27.76
2022/03/19,50.19,2.32,15.37,21.51,27.65
2022/03/20,58.12,3.35,16.5,21.51,26.53
2022/03/21,61.06,2.77,16.36,21.21,26.06
2022/03/22,64.12,2.41,19.31,23.55,27.78
2022/03/23,53.69,2.02,17.76,23.64,29.51
2022/03/24,60.38,5.64,19.54,24.3,29.05
2022/03/25,70.81,5.95,21.72,25.12,28.51
2022/03/26,70.44,5.36,22.39,25.73,29.08
2022/03/27,70.75,3.66,21.96,25.26,28.56
2022/03/28,69.31,3.03,21.14,24.76,28.39
2022/03/29,72.12,4.45,21.9,25.03,28.16
2022/03/30,71.88,3.77,22.25,25.36,28.46
2022/03/31,69.06,4.91,22.35,25.89,29.43
2022/04/01,68.75,5.55,22.59,26.13,29.67
2022/04/02,68.81,4.08,22.32,25.83,29.34
2022/04/03,67.75,5.13,21.78,25.43,29.08
2022/04/04,64.62,6.81,21.37,25.48,29.6
2022/04/05,65.31,5.03,21.3,25.42,29.54
2022/04/06,68.44,4.13,22.0,25.68,29.37
2022/04/07,59.88,2.86,20.39,25.39,30.4
2022/04/08,52.75,3.6,18.19,24.18,30.16
2022/04/09,62.75,4.42,21.01,25.59,30.18
2022/04/10,62.56,4.28,21.08,25.76,30.44
2022/04/11,64.19,4.92,22.36,26.69,31.01
2022/04/12,63.88,3.88,22.26,26.62,30.98
2022/04/13,61.94,5.39,21.97,26.62,31.26
2022/04/14,64.12,6.21,22.23,26.58,30.95
2022/04/15,62.0,6.86,22.16,26.95,31.74
2022/04/16,67.31,6.34,23.25,26.98,30.73
2022/04/17,64.0,5.89,22.29,26.53,30.77
2022/04/18,63.88,4.63,22.22,26.62,31.03
2022/04/19,64.12,4.78,22.48,26.73,30.99
2022/04/20,73.88,3.54,22.86,25.73,28.59
2022/04/21,72.0,2.51,22.15,25.21,28.26
2022/04/22,69.62,4.01,22.59,26.12,29.65
2022/04/23,75.62,3.88,24.07,26.8,29.52
2022/04/24,71.31,4.76,23.63,27.01,30.38
2022/04/25,68.38,4.52,23.47,27.3,31.12
2022/04/26,68.94,4.74,23.79,27.48,31.17
2022/04/27,70.38,5.02,24.02,27.42,30.81
2022/04/28,65.69,3.09,23.25,27.48,31.72
2022/04/29,62.94,3.35,22.83,27.45,32.07
2022/04/30,64.75,4.16,22.87,27.01,31.14
2022/05/01,59.0,2.7,21.05,26.21,31.37
2022/05/02,61.0,3.52,21.65,26.3,30.94
2022/05/03,70.75,3.69,22.81,26.06,29.31
2022/05/04,76.19,2.23,23.23,25.72,28.2
2022/05/05,71.75,2.47,22.98,26.01,29.05
2022/05/06,71.0,2.03,23.0,26.17,29.35
2022/05/07,64.12,1.52,22.05,26.27,30.48
2022/05/08,63.94,2.66,21.87,26.17,30.47
2022/05/09,75.31,3.91,23.64,26.27,28.9
2022/05/10,82.88,3.91,24.58,26.26,27.95
2022/05/11,84.06,4.88,25.49,27.06,28.63
2022/05/12,81.5,5.16,25.66,27.55,29.44
2022/05/13,84.38,6.13,26.01,27.55,29.09
2022/05/14,82.44,6.32,26.12,27.9,29.69
2022/05/15,81.94,5.79,26.22,28.04,29.85
2022/05/16,85.44,5.02,26.33,27.73,29.13
2022/05/17,87.38,5.3,26.26,27.44,28.64
2022/05/18,84.56,5.1,25.03,26.52,28.01
2022/05/19,83.0,4.68,26.11,27.83,29.56
2022/05/20,84.62,4.38,25.91,27.43,28.95
2022/05/21,91.31,4.23,26.47,27.26,28.05
2022/05/22,82.75,2.02,25.2,26.9,28.61
2022/05/23,82.25,2.54,25.08,26.86,28.64
2022/05/24,78.38,1.63,24.71,26.96,29.2
2022/05/25,82.56,2.26,25.48,27.2,28.91
2022/05/26,80.56,2.46,24.96,26.92,28.87
2022/05/27,81.5,3.69,25.19,27.05,28.93
2022/05/28,81.0,2.66,25.23,27.2,29.16
2022/05/29,87.56,3.33,25.86,27.02,28.19
2022/05/30,88.0,2.76,25.69,26.8,27.92
2022/05/31,85.56,2.8,25.54,26.94,28.33
2022/06/01,87.19,3.79,25.98,27.21,28.44
2022/06/02,84.0,3.84,25.68,27.26,28.84
2022/06/03,88.75,3.91,26.35,27.4,28.45
2022/06/04,87.62,4.03,25.65,26.82,27.99
2022/06/05,86.88,4.0,25.9,27.17,28.44
2022/06/06,87.06,4.03,26.26,27.5,28.73
2022/06/07,85.62,3.97,26.29,27.69,29.09
2022/06/08,87.94,4.16,26.69,27.83,28.98
2022/06/09,91.5,4.52,27.01,27.79,28.55
2022/06/10,86.62,3.29,25.23,26.49,27.75
2022/06/11,88.06,4.47,26.08,27.22,28.35
2022/06/12,88.56,5.02,26.72,27.8,28.87
2022/06/13,88.75,5.41,27.17,28.23,29.29
2022/06/14,90.56,5.24,27.04,27.9,28.77
2022/06/15,91.62,5.47,26.69,27.43,28.18
2022/06/16,91.94,5.65,26.01,26.73,27.44
2022/06/17,93.5,5.77,26.3,26.86,27.43
2022/06/18,91.0,6.0,25.84,26.65,27.47
2022/06/19,92.69,5.72,25.76,26.4,27.04
2022/06/20,92.31,5.36,25.68,26.36,27.03
2022/06/21,92.12,3.23,25.69,26.38,27.08
2022/06/22,87.06,3.48,25.1,26.34,27.58
2022/06/23,89.0,4.64,25.92,26.94,27.98
2022/06/24,90.69,4.41,26.1,26.94,27.79
2022/06/25,88.56,4.83,26.0,27.07,28.14
2022/06/26,89.38,4.38,26.07,27.05,28.02
2022/06/27,87.62,3.16,26.08,27.24,28.41
2022/06/28,89.56,3.76,26.36,27.33,28.3
2022/06/29,90.25,3.45,26.37,27.26,28.14
