-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 09/01/2019 through 12/31/2023 
Location: Latitude  23.7263   Longitude 90.3976 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 6.64 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M       MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M      MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW     MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M        MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,RH2M,WS10M,T2MDEW,T2MWET,T2M
2021,1,3,81.56,1.91,14.36,16.03,17.71
2021,1,4,79.31,1.7,14.8,16.74,18.67
2021,1,5,82.0,1.99,15.57,17.23,18.9
2021,1,6,80.88,1.88,16.23,18.03,19.82
2021,1,7,74.12,1.47,16.38,18.92,21.47
2021,1,8,77.19,2.16,16.18,18.35,20.53
2021,1,9,78.0,1.82,15.65,17.73,19.81
2021,1,10,77.75,1.29,16.25,18.33,20.41
2021,1,11,80.38,1.33,17.48,19.32,21.15
2021,1,12,83.19,2.61,16.2,17.73,19.26
2021,1,13,78.06,2.68,13.07,15.15,17.22
2021,1,14,73.94,2.7,11.07,13.5,15.92
2021,1,15,72.12,2.34,10.47,13.09,15.72
2021,1,16,72.38,2.18,10.72,13.32,15.92
2021,1,17,78.19,2.52,11.97,13.98,16.0
2021,1,18,80.12,1.78,13.16,15.01,16.84
2021,1,19,76.88,1.54,13.03,15.17,17.31
2021,1,20,89.56,2.5,16.5,17.41,18.33
2021,1,21,73.0,2.34,12.9,15.71,18.51
2021,1,22,71.62,2.57,10.8,13.54,16.29
2021,1,23,67.81,1.5,10.31,13.45,16.59
2021,1,24,67.94,1.4,11.29,14.4,17.51
2021,1,25,77.31,2.71,12.31,14.48,16.65
2021,1,26,74.69,3.22,11.58,14.04,16.49
2021,1,27,71.88,3.37,10.17,12.92,15.66
2021,1,28,69.81,2.79,9.55,12.54,15.52
2021,1,29,70.94,2.95,10.55,13.49,16.43
2021,1,30,67.06,2.35,9.78,13.04,16.3
2021,1,31,61.94,2.84,6.42,10.39,14.36
2021,2,1,63.06,2.69,7.19,10.92,14.65
2021,2,2,64.25,3.42,7.62,11.26,14.88
2021,2,3,66.5,3.39,9.59,12.98,16.35
2021,2,4,66.94,2.64,11.3,14.69,18.09
2021,2,5,63.56,1.51,11.6,15.51,19.42
2021,2,6,62.5,1.84,12.06,15.94,19.83
2021,2,7,71.69,3.77,12.28,15.16,18.05
2021,2,8,65.88,3.72,10.92,14.44,17.96
2021,2,9,63.0,3.48,10.2,14.14,18.08
2021,2,10,55.12,2.18,9.69,14.56,19.43
2021,2,11,52.69,1.35,9.83,15.09,20.35
2021,2,12,53.56,1.53,10.51,15.51,20.53
2021,2,13,55.0,1.71,10.94,15.79,20.63
2021,2,14,51.81,1.25,10.55,15.95,21.36
2021,2,15,55.62,1.18,11.8,16.79,21.78
2021,2,16,57.31,1.79,11.99,16.78,21.57
2021,2,17,55.88,2.39,11.71,16.54,21.37
2021,2,18,55.44,1.91,13.08,18.19,23.29
2021,2,19,56.0,1.12,13.92,18.72,23.51
2021,2,20,61.06,1.98,13.86,17.94,22.01
2021,2,21,52.06,2.39,11.39,16.89,22.38
2021,2,22,50.25,2.81,10.51,16.26,22.01
2021,2,23,48.94,2.22,10.97,16.9,22.83
2021,2,24,49.94,1.41,12.35,18.1,23.84
2021,2,25,60.5,1.8,14.79,19.51,24.24
2021,2,26,65.88,2.6,15.44,19.8,24.18
2021,2,27,66.88,2.66,16.9,20.94,24.98
2021,2,28,67.0,3.27,17.11,21.21,25.3
2021,3,1,69.38,3.02,18.78,22.46,26.14
2021,3,2,63.44,1.9,16.94,21.48,26.02
2021,3,3,61.5,1.63,16.22,20.86,25.5
2021,3,4,48.31,2.27,11.19,17.99,24.78
2021,3,5,66.5,4.01,17.2,21.16,25.12
2021,3,6,73.31,3.46,20.26,23.29,26.3
2021,3,7,70.88,2.77,18.95,22.48,26.01
2021,3,8,72.62,2.65,19.83,22.9,25.98
2021,3,9,69.75,3.52,19.7,23.3,26.88
2021,3,10,67.19,3.12,19.57,23.3,27.04
2021,3,11,66.88,2.05,19.72,23.55,27.38
2021,3,12,62.25,1.55,19.43,23.87,28.32
2021,3,13,57.88,2.11,18.03,22.92,27.82
2021,3,14,56.0,2.76,16.29,21.57,26.84
2021,3,15,52.75,2.16,15.1,20.76,26.41
2021,3,16,44.62,2.07,13.18,20.3,27.44
2021,3,17,36.94,1.65,10.67,19.26,27.84
2021,3,18,33.5,1.17,10.31,19.43,28.55
2021,3,19,47.25,1.33,14.4,21.4,28.39
2021,3,20,48.06,1.77,14.85,21.4,27.94
2021,3,21,48.38,1.67,16.29,22.93,29.58
2021,3,22,42.88,1.64,15.57,23.16,30.76
2021,3,23,40.62,1.94,14.54,22.44,30.36
2021,3,24,45.25,2.88,16.07,23.33,30.6
2021,3,25,40.5,2.66,13.7,22.07,30.44
2021,3,26,36.31,2.09,11.53,20.46,29.4
2021,3,27,35.44,1.78,11.6,20.61,29.62
2021,3,28,41.5,1.89,13.63,21.27,28.9
2021,3,29,55.44,3.8,18.73,24.33,29.92
2021,3,30,61.81,4.52,20.67,25.57,30.46
2021,3,31,67.06,6.1,22.16,26.44,30.72
2021,4,1,67.62,4.8,21.58,25.8,30.0
2021,4,2,63.31,4.27,20.44,25.12,29.78
2021,4,3,56.81,2.01,18.58,24.31,30.04
2021,4,4,49.06,1.84,16.8,23.26,29.72
2021,4,5,47.38,1.9,16.29,23.14,29.99
2021,4,6,51.75,2.38,16.69,23.08,29.48
2021,4,7,57.81,4.06,19.12,24.57,30.02
2021,4,8,61.38,4.01,20.59,25.41,30.24
2021,4,9,58.38,2.7,19.89,25.15,30.42
2021,4,10,50.94,2.3,18.82,24.83,30.85
2021,4,11,51.75,2.76,19.55,25.73,31.9
2021,4,12,48.62,3.23,19.29,25.96,32.63
2021,4,13,41.88,3.49,16.87,24.78,32.7
2021,4,14,48.06,3.27,17.89,24.95,32.01
2021,4,15,59.38,3.84,20.18,25.12,30.07
2021,4,16,53.88,3.93,17.95,23.72,29.48
2021,4,17,62.25,2.73,19.85,24.4,28.94
2021,4,18,61.88,3.05,20.47,24.97,29.48
2021,4,19,55.12,4.44,19.4,25.15,30.9
2021,4,20,58.62,4.1,19.73,25.41,31.1
2021,4,21,59.81,3.56,21.76,26.69,31.62
2021,4,22,56.5,2.3,20.51,26.04,31.56
2021,4,23,50.44,2.55,18.66,24.95,31.23
2021,4,24,37.44,2.17,14.07,22.87,31.68
2021,4,25,47.19,2.26,17.58,24.69,31.78
2021,4,26,48.0,2.45,18.87,25.88,32.9
2021,4,27,52.19,3.55,20.55,26.64,32.73
2021,4,28,56.38,3.43,21.06,26.5,31.93
2021,4,29,56.62,1.37,20.73,25.88,31.03
2021,4,30,52.06,2.05,19.72,25.61,31.49
2021,5,1,52.81,3.1,20.17,26.08,32.01
2021,5,2,54.62,3.45,20.53,26.16,31.79
2021,5,3,71.88,2.63,22.74,25.6,28.46
2021,5,4,74.81,1.63,22.24,24.75,27.26
2021,5,5,71.0,1.76,20.9,23.85,26.81
2021,5,6,62.06,1.92,20.4,24.62,28.84
2021,5,7,66.75,2.48,22.37,26.05,29.73
2021,5,8,66.06,1.64,22.1,25.91,29.72
2021,5,9,59.25,1.39,21.19,25.89,30.59
2021,5,10,67.62,3.12,22.76,26.37,29.96
2021,5,11,72.19,1.94,23.27,26.24,29.2
2021,5,12,71.5,1.38,22.96,26.01,29.08
2021,5,13,73.06,3.09,23.44,26.31,29.18
2021,5,14,71.31,2.79,23.44,26.62,29.8
2021,5,15,67.62,3.85,23.76,27.62,31.48
2021,5,16,71.5,2.66,24.72,27.89,31.06
2021,5,17,69.06,2.86,25.11,28.62,32.15
2021,5,18,72.94,3.55,25.73,28.67,31.62
2021,5,19,77.75,3.43,26.02,28.33,30.65
2021,5,20,76.81,3.41,26.19,28.58,30.98
2021,5,21,73.62,3.89,25.2,28.07,30.94
2021,5,22,70.38,2.87,25.23,28.53,31.83
2021,5,23,67.25,1.45,25.1,28.63,32.17
2021,5,24,78.5,2.54,25.61,27.73,29.86
2021,5,25,78.12,4.9,25.16,27.37,29.57
2021,5,26,78.75,8.91,24.15,26.23,28.3
2021,5,27,78.06,8.8,25.04,27.26,29.48
2021,5,28,77.38,4.77,25.88,28.26,30.65
2021,5,29,75.94,3.19,25.44,28.04,30.64
2021,5,30,75.88,3.66,25.59,28.12,30.65
2021,5,31,89.56,5.23,26.73,27.68,28.63
2021,6,1,88.69,3.84,26.8,27.85,28.9
2021,6,2,89.12,3.02,26.37,27.37,28.37
2021,6,3,85.44,3.67,26.62,28.04,29.46
2021,6,4,85.31,3.47,26.67,28.08,29.51
2021,6,5,89.62,3.3,27.26,28.22,29.17
2021,6,6,89.25,3.7,27.3,28.3,29.31
2021,6,7,89.38,4.96,27.05,28.03,29.01
2021,6,8,93.12,4.12,26.92,27.52,28.12
2021,6,9,88.44,3.41,25.91,26.98,28.04
2021,6,10,85.19,1.9,25.32,26.72,28.12
2021,6,11,93.06,4.42,26.07,26.68,27.28
2021,6,12,92.0,4.64,26.5,27.21,27.92
2021,6,13,86.81,4.98,26.38,27.64,28.9
2021,6,14,87.94,5.91,26.82,27.96,29.1
2021,6,15,90.0,5.16,26.72,27.63,28.55
2021,6,16,89.44,4.98,26.17,27.15,28.12
2021,6,17,88.0,6.21,25.17,26.28,27.39
2021,6,18,88.56,3.91,25.37,26.44,27.51
2021,6,19,88.56,4.42,25.23,26.29,27.35
2021,6,20,90.5,4.94,25.45,26.3,27.16
2021,6,21,90.38,4.16,25.94,26.81,27.69
2021,6,22,87.81,4.44,25.48,26.62,27.76
2021,6,23,86.94,4.13,25.6,26.85,28.09
2021,6,24,88.0,4.49,26.2,27.34,28.48
2021,6,25,87.31,4.45,25.77,26.98,28.18
2021,6,26,88.44,4.58,26.29,27.37,28.46
2021,6,27,88.0,4.52,26.44,27.58,28.72
2021,6,28,89.38,4.7,26.48,27.47,28.45
2021,6,29,90.81,5.01,26.85,27.69,28.53
2021,6,30,90.19,4.88,27.17,28.08,28.98
2021,7,1,91.75,5.78,26.94,27.67,28.4
2021,7,2,90.12,6.23,25.91,26.8,27.69
2021,7,3,91.06,5.98,26.71,27.51,28.33
2021,7,4,86.0,3.35,26.3,27.65,29.01
2021,7,5,89.75,4.57,27.06,28.01,28.96
2021,7,6,89.5,3.6,27.09,28.07,29.05
2021,7,7,91.69,4.48,27.22,27.97,28.72
2021,7,8,89.94,4.2,26.75,27.68,28.61
2021,7,9,87.31,3.23,26.28,27.48,28.68
2021,7,10,87.12,2.41,26.26,27.48,28.7
2021,7,11,86.94,2.43,26.55,27.8,29.05
2021,7,12,83.81,2.2,25.83,27.42,29.01
2021,7,13,90.19,4.65,26.33,27.23,28.12
2021,7,14,87.06,3.95,26.05,27.28,28.51
2021,7,15,84.81,2.02,26.04,27.5,28.96
2021,7,16,85.56,2.09,25.72,27.08,28.44
2021,7,17,88.5,3.03,26.61,27.67,28.73
2021,7,18,89.25,2.23,26.0,26.98,27.97
2021,7,19,90.94,3.05,26.19,27.0,27.82
2021,7,20,85.38,2.27,26.19,27.61,29.02
2021,7,21,85.19,2.31,26.13,27.54,28.94
2021,7,22,87.12,4.39,26.39,27.61,28.83
2021,7,23,91.75,6.34,26.68,27.41,28.15
2021,7,24,91.38,6.55,27.11,27.89,28.67
2021,7,25,89.88,4.09,26.92,27.86,28.8
2021,7,26,86.94,1.88,27.33,28.58,29.84
2021,7,27,90.44,1.73,27.88,28.76,29.62
2021,7,28,93.81,5.84,27.55,28.09,28.63
2021,7,29,92.69,9.5,26.36,26.99,27.63
2021,7,30,90.56,7.43,26.53,27.39,28.25
2021,7,31,90.31,5.14,26.51,27.4,28.3
2021,8,1,91.88,3.26,26.41,27.14,27.87
2021,8,2,90.38,3.45,26.33,27.22,28.1
2021,8,3,87.69,2.14,26.49,27.66,28.83
2021,8,4,88.75,3.38,26.45,27.51,28.56
2021,8,5,84.19,2.26,26.51,28.05,29.59
2021,8,6,94.62,5.59,27.25,27.71,28.17
2021,8,7,91.0,5.37,26.9,27.72,28.54
2021,8,8,90.56,3.88,27.13,28.01,28.87
2021,8,9,89.06,3.3,27.03,28.05,29.08
2021,8,10,91.38,4.06,27.4,28.19,28.97
2021,8,11,90.88,4.11,27.39,28.23,29.06
2021,8,12,91.5,5.82,26.97,27.73,28.5
2021,8,13,87.5,4.17,25.76,26.94,28.1
2021,8,14,88.75,3.87,26.9,27.96,29.02
2021,8,15,91.62,2.9,26.78,27.54,28.3
2021,8,16,89.69,3.0,26.44,27.4,28.35
2021,8,17,91.12,4.36,26.54,27.35,28.16
2021,8,18,94.38,4.69,26.65,27.13,27.62
2021,8,19,93.06,4.66,26.12,26.73,27.33
2021,8,20,90.75,4.01,26.06,26.9,27.75
2021,8,21,88.0,2.72,25.76,26.88,28.01
2021,8,22,86.88,3.44,26.0,27.25,28.5
2021,8,23,89.0,3.88,26.8,27.83,28.86
2021,8,24,91.62,3.47,26.9,27.65,28.41
2021,8,25,91.25,3.67,26.58,27.37,28.16
2021,8,26,90.38,4.33,26.57,27.46,28.34
2021,8,27,92.5,3.57,26.08,26.74,27.4
2021,8,28,91.06,3.3,26.01,26.83,27.65
2021,8,29,92.06,3.56,25.91,26.62,27.33
2021,8,30,92.5,2.79,25.75,26.41,27.08
2021,8,31,88.5,2.9,25.99,27.07,28.15
2021,9,1,89.12,1.98,25.58,26.56,27.55
2021,9,2,91.88,2.27,25.5,26.21,26.93
2021,9,3,80.94,1.71,24.39,26.26,28.12
2021,9,4,82.69,1.65,25.54,27.25,28.96
2021,9,5,86.5,2.02,26.35,27.63,28.91
2021,9,6,90.56,4.39,26.37,27.23,28.08
2021,9,7,90.75,4.29,26.03,26.87,27.71
2021,9,8,88.19,2.5,25.69,26.8,27.91
2021,9,9,83.81,1.12,25.62,27.16,28.7
2021,9,10,89.75,2.8,26.29,27.22,28.15
2021,9,11,87.81,2.85,25.99,27.13,28.27
2021,9,12,89.94,4.57,26.15,27.07,27.99
2021,9,13,91.44,6.07,26.12,26.89,27.65
2021,9,14,93.06,4.41,26.19,26.8,27.41
2021,9,15,88.12,2.38,26.11,27.23,28.34
2021,9,16,90.69,2.68,25.92,26.76,27.62
2021,9,17,88.81,2.48,25.86,26.91,27.97
2021,9,18,91.94,2.39,25.57,26.28,27.0
2021,9,19,89.75,1.62,25.43,26.37,27.3
2021,9,20,93.31,3.18,25.54,26.12,26.7
2021,9,21,92.06,2.98,25.37,26.08,26.78
2021,9,22,90.75,2.59,24.88,25.72,26.55
2021,9,23,83.5,1.97,24.97,26.58,28.21
2021,9,24,84.19,1.74,25.52,27.05,28.58
2021,9,25,85.25,1.88,25.69,27.08,28.46
2021,9,26,84.81,1.66,25.88,27.33,28.77
2021,9,27,89.25,2.71,26.08,27.07,28.05
2021,9,28,92.75,3.27,25.53,26.17,26.81
2021,9,29,90.69,2.95,25.23,26.07,26.92
2021,9,30,86.0,1.45,25.09,26.42,27.74
2021,10,1,71.38,0.93,22.29,25.4,28.52
2021,10,2,85.5,2.14,25.33,26.69,28.05
2021,10,3,90.06,3.38,26.16,27.08,28.01
2021,10,4,93.44,3.63,26.2,26.78,27.36
2021,10,5,83.56,1.27,24.75,26.33,27.91
2021,10,6,79.56,1.08,24.08,26.05,28.01
2021,10,7,80.0,1.16,24.7,26.65,28.59
2021,10,8,83.12,1.14,25.26,26.9,28.54
2021,10,9,82.25,1.16,25.26,26.99,28.72
2021,10,10,83.62,1.55,25.66,27.23,28.8
2021,10,11,87.06,2.86,25.81,27.05,28.27
2021,10,12,91.5,2.84,26.27,27.03,27.8
2021,10,13,88.31,1.31,26.12,27.19,28.28
2021,10,14,84.5,1.55,25.59,27.05,28.51
2021,10,15,85.31,1.47,26.12,27.5,28.88
2021,10,16,90.5,1.77,26.31,27.15,28.0
2021,10,17,89.12,2.87,25.73,26.72,27.71
2021,10,18,94.06,5.19,25.27,25.78,26.29
2021,10,19,93.44,4.33,25.47,26.04,26.61
2021,10,20,91.44,3.56,25.55,26.32,27.09
2021,10,21,85.88,3.52,23.52,24.85,26.18
2021,10,22,77.31,1.39,20.12,22.33,24.55
2021,10,23,76.38,1.5,20.23,22.52,24.82
2021,10,24,72.0,0.77,20.33,23.1,25.87
2021,10,25,75.31,0.97,20.52,22.91,25.3
2021,10,26,75.12,1.18,20.51,22.9,25.29
2021,10,27,84.19,1.79,21.76,23.2,24.64
2021,10,28,84.12,2.05,22.64,24.12,25.58
2021,10,29,85.44,2.92,22.91,24.26,25.62
2021,10,30,85.94,3.04,22.37,23.67,24.98
2021,10,31,83.75,2.95,20.91,22.44,23.95
2021,11,1,79.94,2.15,18.78,20.67,22.57
2021,11,2,76.25,2.14,17.8,20.07,22.33
2021,11,3,80.06,1.91,19.3,21.15,23.01
2021,11,4,79.44,1.59,19.32,21.3,23.28
2021,11,5,81.81,2.47,18.61,20.31,22.01
2021,11,6,79.94,2.46,17.72,19.63,21.55
2021,11,7,83.06,3.01,18.04,19.59,21.15
2021,11,8,83.44,2.55,17.87,19.4,20.93
2021,11,9,83.12,1.91,18.03,19.6,21.17
2021,11,10,81.31,1.59,18.19,19.94,21.69
2021,11,11,79.69,1.41,18.59,20.52,22.46
2021,11,12,81.75,1.78,20.02,21.71,23.39
2021,11,13,88.94,1.88,21.15,22.12,23.09
2021,11,14,88.75,1.66,21.62,22.64,23.65
2021,11,15,89.94,1.56,21.36,22.25,23.13
2021,11,16,89.56,2.38,20.79,21.71,22.64
2021,11,17,85.0,3.21,18.81,20.22,21.62
2021,11,18,77.62,1.82,16.74,18.96,21.18
2021,11,19,78.75,1.55,17.64,19.65,21.67
2021,11,20,82.19,1.73,18.63,20.27,21.91
2021,11,21,81.25,1.2,19.58,21.32,23.05
2021,11,22,77.0,0.9,19.34,21.57,23.8
2021,11,23,82.38,1.48,19.92,21.55,23.19
2021,11,24,86.06,2.75,19.22,20.49,21.76
2021,11,25,74.75,2.33,15.42,17.91,20.4
2021,11,26,75.12,2.71,14.51,16.86,19.2
2021,11,27,75.31,2.43,14.34,16.73,19.12
2021,11,28,74.5,2.38,14.19,16.6,19.01
2021,11,29,80.5,2.55,14.71,16.52,18.33
2021,11,30,79.75,2.13,15.9,17.82,19.73
2021,12,1,80.06,1.84,17.41,19.3,21.17
2021,12,2,75.62,1.59,16.86,19.3,21.74
2021,12,3,80.0,1.61,18.3,20.2,22.1
2021,12,4,86.69,1.62,19.9,21.11,22.3
2021,12,5,94.38,2.53,20.9,21.37,21.83
2021,12,6,94.69,4.84,21.55,21.98,22.42
2021,12,7,89.12,2.79,20.58,21.55,22.51
2021,12,8,88.38,2.66,19.37,20.41,21.46
2021,12,9,84.88,2.41,18.97,20.34,21.73
2021,12,10,84.5,2.77,17.28,18.66,20.05
2021,12,11,82.81,2.55,16.08,17.65,19.23
2021,12,12,78.0,3.69,13.14,15.15,17.15
2021,12,13,81.62,2.48,13.42,15.03,16.64
2021,12,14,85.31,2.45,14.57,15.87,17.17
2021,12,15,84.12,2.43,14.48,15.84,17.2
2021,12,16,84.31,2.77,13.89,15.3,16.69
2021,12,17,82.94,2.77,13.91,15.42,16.93
2021,12,18,79.62,2.62,13.31,15.23,17.13
2021,12,19,85.31,3.2,13.87,15.12,16.36
2021,12,20,81.44,2.91,11.05,12.77,14.5
2021,12,21,82.69,1.79,13.19,14.73,16.29
2021,12,22,82.75,2.01,14.23,15.75,17.27
2021,12,23,77.38,1.58,13.67,15.8,17.91
2021,12,24,81.06,1.72,14.44,16.16,17.9
2021,12,25,75.69,1.22,13.58,15.95,18.33
2021,12,26,77.62,1.8,13.83,15.92,18.0
2021,12,27,75.56,1.61,13.5,15.75,18.0
2021,12,28,80.19,1.98,14.32,16.12,17.9
2021,12,29,80.94,2.08,14.14,15.93,17.72
2021,12,30,81.44,2.46,14.47,16.23,17.98
2021,12,31,84.44,3.12,14.62,16.05,17.47
2022,1,1,85.56,2.89,14.23,15.5,16.76
2022,1,2,83.69,2.73,13.99,15.4,16.8
2022,1,3,83.69,2.52,14.19,15.58,16.98
2022,1,4,83.69,2.8,13.83,15.24,16.65
2022,1,5,79.0,2.34,12.67,14.62,16.57
2022,1,6,78.94,2.02,13.35,15.31,17.27
2022,1,7,81.56,2.41,14.62,16.31,17.99
2022,1,8,84.12,2.5,15.45,16.87,18.28
2022,1,9,82.19,1.82,15.82,17.4,18.97
2022,1,10,82.38,1.93,16.39,18.0,19.61
2022,1,11,83.81,2.26,16.64,18.09,19.55
2022,1,12,88.81,1.95,17.19,18.19,19.18
2022,1,13,85.5,1.84,16.17,17.48,18.79
2022,1,14,80.12,3.05,13.93,15.77,17.62
2022,1,15,77.56,2.85,13.14,15.3,17.45
2022,1,16,80.06,4.27,13.15,15.01,16.89
2022,1,17,80.0,2.84,12.87,14.74,16.61
2022,1,18,82.56,2.28,13.73,15.24,16.75
2022,1,19,77.38,1.76,13.57,15.69,17.82
2022,1,20,79.75,1.83,13.49,15.37,17.23
2022,1,21,65.38,1.09,10.87,14.34,17.8
2022,1,22,67.88,1.26,12.23,15.34,18.46
2022,1,23,73.12,1.76,13.6,16.15,18.71
2022,1,24,87.38,1.78,15.11,16.19,17.28
2022,1,25,79.88,2.19,15.08,16.94,18.8
2022,1,26,76.06,1.16,14.46,16.73,19.0
2022,1,27,81.94,2.34,14.05,15.68,17.3
2022,1,28,74.94,2.9,9.86,12.33,14.8
2022,1,29,76.31,2.55,9.75,11.97,14.18
2022,1,30,72.12,2.13,9.73,12.49,15.25
2022,1,31,64.81,1.32,9.71,13.19,16.66
2022,2,1,79.0,2.93,13.46,15.38,17.3
2022,2,2,66.31,1.58,11.43,15.0,18.56
2022,2,3,73.38,2.73,12.96,15.49,18.01
2022,2,4,80.69,3.5,15.07,16.87,18.69
2022,2,5,76.56,3.95,12.94,15.22,17.49
2022,2,6,73.94,2.09,10.51,12.99,15.48
2022,2,7,73.62,2.73,10.03,12.55,15.08
2022,2,8,65.81,1.96,10.23,13.6,16.97
2022,2,9,64.31,1.7,11.08,14.64,18.2
2022,2,10,74.12,1.95,13.64,16.08,18.51
2022,2,11,75.19,2.59,13.89,16.3,18.71
2022,2,12,65.5,2.35,10.02,13.52,17.01
2022,2,13,70.38,3.69,11.04,13.94,16.85
2022,2,14,71.62,2.71,11.41,14.32,17.22
2022,2,15,63.94,1.89,10.55,14.35,18.16
2022,2,16,59.75,1.8,10.2,14.42,18.64
2022,2,17,58.88,2.15,10.26,14.57,18.87
2022,2,18,54.25,2.3,9.39,14.33,19.27
2022,2,19,53.56,2.29,9.55,14.56,19.57
2022,2,20,73.0,2.77,13.63,16.36,19.09
2022,2,21,68.5,2.33,13.01,16.41,19.81
2022,2,22,65.44,1.76,13.34,16.9,20.46
2022,2,23,66.56,1.98,14.66,18.06,21.46
2022,2,24,75.12,2.37,16.82,19.31,21.81
2022,2,25,74.69,1.59,17.44,20.03,22.62
2022,2,26,72.62,2.05,17.46,20.26,23.08
2022,2,27,64.38,1.8,15.31,19.22,23.12
2022,2,28,65.88,2.12,16.53,20.1,23.68
2022,3,1,62.88,2.63,15.04,19.09,23.15
2022,3,2,60.19,3.22,13.65,17.97,22.27
2022,3,3,56.5,2.55,13.3,18.14,22.98
2022,3,4,51.69,1.95,12.48,18.07,23.66
2022,3,5,52.62,1.93,13.29,18.64,23.99
2022,3,6,55.12,2.84,13.73,18.8,23.85
2022,3,7,60.0,2.77,14.65,19.29,23.91
2022,3,8,56.56,2.11,14.43,19.47,24.5
2022,3,9,54.81,1.84,14.55,19.78,25.01
2022,3,10,50.94,2.08,12.74,18.65,24.56
2022,3,11,51.12,2.23,13.07,18.86,24.65
2022,3,12,48.69,2.62,12.59,18.69,24.8
2022,3,13,51.69,3.11,13.39,19.17,24.95
2022,3,14,51.25,3.02,13.95,19.85,25.75
2022,3,15,46.5,2.23,13.53,20.19,26.84
2022,3,16,49.56,2.05,13.73,20.06,26.39
2022,3,17,52.88,1.27,15.02,21.4,27.79
2022,3,18,49.75,2.15,15.12,21.44,27.76
2022,3,19,50.19,2.32,15.37,21.51,27.65
2022,3,20,58.12,3.35,16.5,21.51,26.53
2022,3,21,61.06,2.77,16.36,21.21,26.06
2022,3,22,64.12,2.41,19.31,23.55,27.78
2022,3,23,53.69,2.02,17.76,23.64,29.51
2022,3,24,60.38,5.64,19.54,24.3,29.05
2022,3,25,70.81,5.95,21.72,25.12,28.51
2022,3,26,70.44,5.36,22.39,25.73,29.08
2022,3,27,70.75,3.66,21.96,25.26,28.56
2022,3,28,69.31,3.03,21.14,24.76,28.39
2022,3,29,72.12,4.45,21.9,25.03,28.16
2022,3,30,71.88,3.77,22.25,25.36,28.46
2022,3,31,69.06,4.91,22.35,25.89,29.43
2022,4,1,68.75,5.55,22.59,26.13,29.67
2022,4,2,68.81,4.08,22.32,25.83,29.34
2022,4,3,67.75,5.13,21.78,25.43,29.08
2022,4,4,64.62,6.81,21.37,25.48,29.6
2022,4,5,65.31,5.03,21.3,25.42,29.54
2022,4,6,68.44,4.13,22.0,25.68,29.37
2022,4,7,59.88,2.86,20.39,25.39,30.4
2022,4,8,52.75,3.6,18.19,24.18,30.16
2022,4,9,62.75,4.42,21.01,25.59,30.18
2022,4,10,62.56,4.28,21.08,25.76,30.44
2022,4,11,64.19,4.92,22.36,26.69,31.01
2022,4,12,63.88,3.88,22.26,26.62,30.98
2022,4,13,61.94,5.39,21.97,26.62,31.26
2022,4,14,64.12,6.21,22.23,26.58,30.95
2022,4,15,62.0,6.86,22.16,26.95,31.74
2022,4,16,67.31,6.34,23.25,26.98,30.73
2022,4,17,64.0,5.89,22.29,26.53,30.77
2022,4,18,63.88,4.63,22.22,26.62,31.03
2022,4,19,64.12,4.78,22.48,26.73,30.99
2022,4,20,73.88,3.54,22.86,25.73,28.59
2022,4,21,72.0,2.51,22.15,25.21,28.26
2022,4,22,69.62,4.01,22.59,26.12,29.65
2022,4,23,75.62,3.88,24.07,26.8,29.52
2022,4,24,71.31,4.76,23.63,27.01,30.38
2022,4,25,68.38,4.52,23.47,27.3,31.12
2022,4,26,68.94,4.74,23.79,27.48,31.17
2022,4,27,70.38,5.02,24.02,27.42,30.81
2022,4,28,65.69,3.09,23.25,27.48,31.72
2022,4,29,62.94,3.35,22.83,27.45,32.07
2022,4,30,64.75,4.16,22.87,27.01,31.14
2022,5,1,59.0,2.7,21.05,26.21,31.37
2022,5,2,61.0,3.52,21.65,26.3,30.94
2022,5,3,70.75,3.69,22.81,26.06,29.31
2022,5,4,76.19,2.23,23.23,25.72,28.2
2022,5,5,71.75,2.47,22.98,26.01,29.05
2022,5,6,71.0,2.03,23.0,26.17,29.35
2022,5,7,64.12,1.52,22.05,26.27,30.48
2022,5,8,63.94,2.66,21.87,26.17,30.47
2022,5,9,75.31,3.91,23.64,26.27,28.9
2022,5,10,82.88,3.91,24.58,26.26,27.95
2022,5,11,84.06,4.88,25.49,27.06,28.63
2022,5,12,81.5,5.16,25.66,27.55,29.44
2022,5,13,84.38,6.13,26.01,27.55,29.09
2022,5,14,82.44,6.32,26.12,27.9,29.69
2022,5,15,81.94,5.79,26.22,28.04,29.85
2022,5,16,85.44,5.02,26.33,27.73,29.13
2022,5,17,87.38,5.3,26.26,27.44,28.64
2022,5,18,84.56,5.1,25.03,26.52,28.01
2022,5,19,83.0,4.68,26.11,27.83,29.56
2022,5,20,84.62,4.38,25.91,27.43,28.95
2022,5,21,91.31,4.23,26.47,27.26,28.05
